title,Dick Johnson Is Dead,Ganglands,Midnight Mass,Confessions Of An Invisible Girl,Sankofa,The Great British Baking Show,The Starling,Motu Patlu In The Game Of Zones,Je Suis Karl,Motu Patlu In Wonderland,Motu Patlu: Deep Sea Adventure,Motu Patlu: Mission Moon,99 Songs (Tamil),Bridgerton - The Afterparty,Bling Empire - The Afterparty,Cobra Kai - The Afterparty,The Circle - The Afterparty,Jailbirds New Orleans,Crime Stories: India Detectives,True: Winter Wishes,True: Magical Friends,True: Wonderful Wishes,Dance & Sing With True,My Little Pony: A New Generation,Bangkok Breaking,Europes Most Dangerous Man: Otto Skorzeny In Spain,Samudri Lootere,Monsters Inside: The 24 Faces Of Billy Milligan,Go! Go! Cory Carson: Chrissy Takes The Wheel,Jeans,Grown Ups,Dark Skies,Paranoia,Jaguar,Chicago Party Aunt,Squid Game,Tayo And Little Wizards,The Worlds Most Amazing Vacation Rentals,Metal Shop Masters,Pokémon Master Journeys: The Series,Titipo Titipo,Mighty Raju,Tobot Galaxy Detectives,Hotel Del Luna,Brave Animated Series,How To Be A Cowboy,Oldsters,Bread Barbershop,Turning Point: 9/11 And The War On Terror,Hometown Cha-Cha-Cha
Motu Patlu: Deep Sea Adventure,0.023344546822300243,0.03611948533987148,0.040441288364529024,0.21901825772464384,0.059094736505395165,0.030487366797173832,0.05515290291520537,0.9037547267349465,0.063654649605902,0.8841249249287135,1.0,1.0,0.07660733138858508,0.03954639806173971,0.039247736435319154,0.039247736435319154,0.05315612148055952,0.03935881961569959,0.04096071839866373,0.17774194070364838,0.022958978410942965,0.022958978410942965,0.022958978410942965,0.15743949953922426,0.03515960619502124,0.03374661066058597,0.19982827262094857,0.030978447675943023,0.17368393102677407,0.19149939682907913,0.06028508850909989,0.03700216159100546,0.02581560351112265,0.04607471104799331,0.11376971730658635,0.06088350167287409,0.04745162566635829,0.04183711514506266,0.0441358579316776,0.03539066963921472,0.046789352822376847,0.04576874200735552,0.04576874200735552,0.09964817221838879,0.10270806926367879,0.04311081741975045,0.042500245745814826,0.10578835847977541,0.03357150431625254,0.09964817221838879
Motu Patlu: Mission Moon,0.023344546822300243,0.03611948533987148,0.040441288364529024,0.21901825772464384,0.059094736505395165,0.030487366797173832,0.05515290291520537,0.9037547267349465,0.063654649605902,0.8841249249287135,1.0,1.0,0.07660733138858508,0.03954639806173971,0.039247736435319154,0.039247736435319154,0.05315612148055952,0.03935881961569959,0.04096071839866373,0.17774194070364838,0.022958978410942965,0.022958978410942965,0.022958978410942965,0.15743949953922426,0.03515960619502124,0.03374661066058597,0.19982827262094857,0.030978447675943023,0.17368393102677407,0.19149939682907913,0.06028508850909989,0.03700216159100546,0.02581560351112265,0.04607471104799331,0.11376971730658635,0.06088350167287409,0.04745162566635829,0.04183711514506266,0.0441358579316776,0.03539066963921472,0.046789352822376847,0.04576874200735552,0.04576874200735552,0.09964817221838879,0.10270806926367879,0.04311081741975045,0.042500245745814826,0.10578835847977541,0.03357150431625254,0.09964817221838879
99 Songs (Tamil),0.0344962236380916,0.0758547255652231,0.09263689052802726,0.06492222129563888,0.1454691695198685,0.04505116467573425,0.06807248080618677,0.36882328379810714,0.17861406935412633,0.37442397834605307,0.07660733138858508,0.07660733138858508,1.0,0.05843769005254753,0.05799635793607749,0.05799635793607749,0.03778571311764266,0.33130629173627935,0.27372471828786415,0.06131137060498802,0.03392646941466591,0.03392646941466591,0.03392646941466591,0.07819289171350119,0.10542942284897336,0.09736380840242836,0.10771522285130271,0.06987829721812727,0.05991157641891971,0.15051312427612365,0.03551620169510008,0.0546780732584962,0.03814770270979459,0.28861373961826586,0.42319741231928704,0.43087192384292894,0.39942819144170577,0.3521675601807315,0.37151742777648467,0.29790404373699725,0.31267523912848183,0.3852623716856328,0.3852623716856328,0.3551113076665446,0.3660157128040169,0.3628890600001659,0.26622315323080337,0.36305646609758996,0.3990822953375765,0.3551113076665446
Bridgerton - The Afterparty,0.05279248152404457,0.027552706129944322,0.06129883419882538,0.033514285902827484,0.07557906050052417,0.03621268022408476,0.04972622705961563,0.03574024417363899,0.048557110874997714,0.03628297072990252,0.03954639806173971,0.03954639806173971,0.05843769005254753,1.0,0.9924478172208178,0.9924478172208178,0.9842412707737852,0.030023738718551674,0.03124570093649626,0.06055973625465572,0.04632434416023663,0.04632434416023663,0.04632434416023663,0.02387792927380357,0.026820490049082105,0.025742627218067658,0.0355831704343127,0.05278667749790704,0.05917710256236308,0.060290568792003896,0.05435344000154272,0.05986319404279301,0.05838064802744853,0.035146762518404574,0.0383511235698338,0.04644322071507794,0.03619710206474236,0.03191423488097397,0.03366776441972448,0.026996750123535827,0.035691906354549885,0.03491336287324828,0.03491336287324828,0.04324469380655308,0.04457260888875991,0.032885841872083973,0.03242008490614387,0.0414429278937701,0.025609052400998436,0.04324469380655308
Bling Empire - The Afterparty,0.05239378305420838,0.04230886495706397,0.0775906518077497,0.03326117988997556,0.09179108415785348,0.035939195444108396,0.04935068550394229,0.03547032731706706,0.0725951825563114,0.03600895510317858,0.039247736435319154,0.039247736435319154,0.05799635793607749,0.9924478172208178,1.0,1.0,0.9768081007980869,0.05697414834056313,0.05222217343774749,0.06010237805740149,0.045974494246012784,0.045974494246012784,0.045974494246012784,0.023697598787539416,0.04118450239396452,0.03848644799287146,0.03531443982732997,0.0523880228611371,0.0587301862674697,0.059835243396625826,0.05394295288797376,0.05941109625963618,0.057939746702778135,0.053970002875800345,0.07277649941527276,0.07131640515229926,0.035923734933872714,0.0316732127458951,0.06388918523192665,0.02679286573215897,0.035422354554022865,0.03464969077539359,0.03464969077539359,0.04291810197469622,0.06844396631549247,0.032637481983418704,0.049783022681023345,0.04112994332741187,0.02541564815646444,0.04291810197469622
Cobra Kai - The Afterparty,0.05239378305420838,0.04230886495706397,0.0775906518077497,0.03326117988997556,0.09179108415785348,0.035939195444108396,0.04935068550394229,0.03547032731706706,0.0725951825563114,0.03600895510317858,0.039247736435319154,0.039247736435319154,0.05799635793607749,0.9924478172208178,1.0,1.0,0.9768081007980869,0.05697414834056313,0.05222217343774749,0.06010237805740149,0.045974494246012784,0.045974494246012784,0.045974494246012784,0.023697598787539416,0.04118450239396452,0.03848644799287146,0.03531443982732997,0.0523880228611371,0.0587301862674697,0.059835243396625826,0.05394295288797376,0.05941109625963618,0.057939746702778135,0.053970002875800345,0.07277649941527276,0.07131640515229926,0.035923734933872714,0.0316732127458951,0.06388918523192665,0.02679286573215897,0.035422354554022865,0.03464969077539359,0.03464969077539359,0.04291810197469622,0.06844396631549247,0.032637481983418704,0.049783022681023345,0.04112994332741187,0.02541564815646444,0.04291810197469622
The Circle - The Afterparty,0.0525149890531585,0.027407881179821195,0.060976629891067655,0.0450480837724752,0.05193124725282038,0.03602233595871411,0.07463025647718541,0.04804009604295268,0.031396947067798164,0.023460508480453807,0.05315612148055952,0.05315612148055952,0.03778571311764266,0.9842412707737852,0.9768081007980869,0.9768081007980869,1.0000000000000002,0.029865925310245536,0.031081464543223362,0.049222516478143484,0.046080850080168705,0.046080850080168705,0.046080850080168705,0.013551418526314606,0.026679513837332993,0.01664513991024736,0.023008018774152594,0.052509215534652126,0.048098721793570706,0.06002978533082404,0.08157488326772316,0.04748996191821832,0.05807378254574755,0.0349620210231514,0.08632977088293863,0.04619910178563789,0.03600683968265893,0.03174648448095676,0.03349079696397448,0.026854847438126703,0.03550429942646019,0.03472984819367735,0.03472984819367735,0.07561417994328702,0.07793606503801226,0.03271298442619754,0.03224967561286517,0.08027342394664175,0.025474443854049057,0.07561417994328702
Jailbirds New Orleans,0.0,0.2201362747604956,0.24647622975001318,0.03335531927178356,0.06354524896633233,0.2704914375653763,0.0,0.035570719266396635,0.09240455064688977,0.03611087153501229,0.03935881961569959,0.03935881961569959,0.33130629173627935,0.030023738718551674,0.05697414834056313,0.05697414834056313,0.029865925310245536,1.0000000000000002,0.6271376401015001,0.0315001597404893,0.14179454429861638,0.14179454429861638,0.14179454429861638,0.02955242092630784,0.24351728169202663,0.0749519459068627,0.07130290871178913,0.29612902249137874,0.03078098253029376,0.04444834247865827,0.0,0.0,0.0,0.45833327382618894,0.6960466204565912,0.6056453531453232,0.5977749788833402,0.7063735719628755,0.8917651419992136,0.4458362911525609,0.41727600000979254,0.48165080687318673,0.48165080687318673,0.5215150663669104,0.58125153758506,0.8172900549265889,0.422775885687193,0.4845115026477753,0.8274953093820522,0.5215150663669104
Crime Stories: India Detectives,0.0,0.4315176575099311,0.23554135473849364,0.03471287638016639,0.05824520610345031,0.31834664245465705,0.0,0.037018442863251434,0.08469747439617985,0.037580579258173694,0.04096071839866373,0.04096071839866373,0.27372471828786415,0.03124570093649626,0.05222217343774749,0.05222217343774749,0.031081464543223362,0.6271376401015001,1.0,0.03278221209988826,0.13517688967644081,0.13517688967644081,0.13517688967644081,0.023066400429062193,0.4428656719198172,0.06516767904812382,0.06486763369201531,0.5012859996369714,0.03203376447180427,0.04625738417291005,0.0,0.0,0.0,0.5860735442413899,0.596937568549175,0.6560704611538977,0.5172204815748886,0.3882966095370325,0.524040798820431,0.3857566297676909,0.489341698092414,0.4247866346092607,0.4247866346092607,0.6879971937641445,0.6296456537301961,0.4699058764332044,0.718190541582812,0.4361547876074029,0.6817095131671033,0.6879971937641445
True: Winter Wishes,0.055388558256959625,0.028907613822249267,0.06431321186443881,0.15063051275531075,0.07929567004030544,0.03799344320116555,0.0521715203543876,0.16063511904996478,0.05094491273846467,0.16307441254089375,0.17774194070364838,0.17774194070364838,0.06131137060498802,0.06055973625465572,0.06010237805740149,0.06010237805740149,0.049222516478143484,0.0315001597404893,0.03278221209988826,1.0000000000000002,0.8731936344902511,0.8731936344902511,0.8731936344902511,0.12600401722845478,0.028139390926096,0.027008524058595863,0.15992914852850673,0.05538246881712724,0.1686435619214454,0.06325536488297472,0.057026277058418576,0.06280697392822408,0.0612515235313313,0.036875108861998296,0.04023704475987011,0.048727071771504205,0.037977098983933026,0.03348362128281507,0.03532338085100559,0.028324318611259072,0.0374470602129308,0.03663023176075794,0.03663023176075794,0.0453712569112273,0.04676447237994152,0.0345030071664935,0.03401434654481372,0.043480888939414285,0.026868380683567512,0.0453712569112273
True: Magical Friends,0.03657983228368805,0.11264539171917845,0.1579613917190326,0.01945698734180336,0.05127695223281016,0.08649720629937102,0.034455229105168496,0.020749285259895296,0.02819021996735026,0.021064369512798598,0.022958978410942965,0.022958978410942965,0.03392646941466591,0.04632434416023663,0.045974494246012784,0.045974494246012784,0.046080850080168705,0.14179454429861638,0.13517688967644081,0.8731936344902511,1.0,1.0,1.0,0.0,0.10965182851479449,0.014945088592338113,0.020658094841377577,0.1327187681275512,0.04749271373862877,0.025927823683072497,0.03766141810159808,0.03307960019507378,0.04045186458008124,0.1436926308753333,0.18112268231818773,0.18987662284339074,0.3060924287475708,0.10010791132370188,0.15900435845780278,0.22829177868505096,0.2118999988189072,0.23986529311801003,0.23986529311801003,0.17679989220082268,0.1822288875924015,0.15531153550997345,0.13254499019436178,0.24604335460558752,0.14125266895658634,0.17679989220082268
True: Wonderful Wishes,0.03657983228368805,0.11264539171917845,0.1579613917190326,0.01945698734180336,0.05127695223281016,0.08649720629937102,0.034455229105168496,0.020749285259895296,0.02819021996735026,0.021064369512798598,0.022958978410942965,0.022958978410942965,0.03392646941466591,0.04632434416023663,0.045974494246012784,0.045974494246012784,0.046080850080168705,0.14179454429861638,0.13517688967644081,0.8731936344902511,1.0,1.0,1.0,0.0,0.10965182851479449,0.014945088592338113,0.020658094841377577,0.1327187681275512,0.04749271373862877,0.025927823683072497,0.03766141810159808,0.03307960019507378,0.04045186458008124,0.1436926308753333,0.18112268231818773,0.18987662284339074,0.3060924287475708,0.10010791132370188,0.15900435845780278,0.22829177868505096,0.2118999988189072,0.23986529311801003,0.23986529311801003,0.17679989220082268,0.1822288875924015,0.15531153550997345,0.13254499019436178,0.24604335460558752,0.14125266895658634,0.17679989220082268
Dance & Sing With True,0.03657983228368805,0.11264539171917845,0.1579613917190326,0.01945698734180336,0.05127695223281016,0.08649720629937102,0.034455229105168496,0.020749285259895296,0.02819021996735026,0.021064369512798598,0.022958978410942965,0.022958978410942965,0.03392646941466591,0.04632434416023663,0.045974494246012784,0.045974494246012784,0.046080850080168705,0.14179454429861638,0.13517688967644081,0.8731936344902511,1.0,1.0,1.0,0.0,0.10965182851479449,0.014945088592338113,0.020658094841377577,0.1327187681275512,0.04749271373862877,0.025927823683072497,0.03766141810159808,0.03307960019507378,0.04045186458008124,0.1436926308753333,0.18112268231818773,0.18987662284339074,0.3060924287475708,0.10010791132370188,0.15900435845780278,0.22829177868505096,0.2118999988189072,0.23986529311801003,0.23986529311801003,0.17679989220082268,0.1822288875924015,0.15531153550997345,0.13254499019436178,0.24604335460558752,0.14125266895658634,0.17679989220082268
My Little Pony: A New Generation,0.05082441677109507,0.0,0.0,0.16276204295523122,0.037782028084169604,0.0,0.04787247001035436,0.14228669188335832,0.03843437824262905,0.14444735888699742,0.15743949953922426,0.15743949953922426,0.07819289171350119,0.02387792927380357,0.023697598787539416,0.023697598787539416,0.013551418526314606,0.02955242092630784,0.023066400429062193,0.12600401722845478,0.0,0.0,0.0,1.0,0.01583967444182235,0.0344450723612345,0.1611085052336376,0.0,0.12312723125878518,0.050531610556923026,0.05232718386846304,0.05773551560478048,0.24448112470359565,0.020757013572711567,0.037749081064053676,0.027428488249479653,0.035628873757445056,0.08172737845235531,0.03313924208795089,0.026572950516656046,0.026348706522022928,0.03436528692363114,0.03436528692363114,0.02553949871827695,0.02632374026457419,0.08421551243286757,0.0191466893166306,0.03059426228565978,0.03781055566593448,0.02553949871827695
Bangkok Breaking,0.0,0.40505932524873983,0.19138430258817513,0.029796622499250913,0.05843903450314751,0.16259649133118373,0.0,0.03177566028888975,0.08497933065558508,0.03225818342437266,0.03515960619502124,0.03515960619502124,0.10542942284897336,0.026820490049082105,0.04118450239396452,0.04118450239396452,0.026679513837332993,0.24351728169202663,0.4428656719198172,0.028139390926096,0.10965182851479449,0.10965182851479449,0.10965182851479449,0.01583967444182235,1.0000000000000002,0.05896800396965506,0.05087174220313115,0.3141052727876327,0.02749694311536889,0.056430316744816106,0.0,0.0,0.0,0.46654406049921066,0.3110592404599587,0.4153350396385186,0.2618699890176918,0.18437798498119398,0.2730733353695511,0.19530952079309824,0.27560118596232835,0.20170483545962714,0.20170483545962714,0.43968247268024024,0.5136524296965423,0.23791448924494107,0.46861752485185265,0.22934084368960359,0.21639617856064036,0.43968247268024024
Europes Most Dangerous Man: Otto Skorzeny In Spain,0.06022201175410415,0.04628186876702523,0.040731494967042994,0.02859915474892506,0.0640047316457985,0.01984567386124201,0.014313466102392494,0.030498658895788504,0.07857078933703243,0.03096179037392698,0.03374661066058597,0.03374661066058597,0.09736380840242836,0.025742627218067658,0.03848644799287146,0.03848644799287146,0.01664513991024736,0.0749519459068627,0.06516767904812382,0.027008524058595863,0.014945088592338113,0.014945088592338113,0.014945088592338113,0.0344450723612345,0.05896800396965506,0.9999999999999998,0.047450075885593426,0.030782376139475178,0.02639189496388708,0.06630315548377894,0.015645388098272494,0.02408646295960668,0.01680460143446586,0.07727429394142388,0.09574061932191813,0.10211088680626136,0.06219056522712803,0.05483213276270388,0.08404897475453106,0.04638335816152528,0.0536062905134292,0.05998496142546354,0.05998496142546354,0.07488378259758435,0.09799812654728986,0.056501459435532114,0.07127937229869791,0.062243849076930466,0.055072070748136824,0.07488378259758435
Samudri Lootere,0.02100502268228976,0.0324996931665378,0.03638837737413191,0.1693479605811667,0.05317242995327732,0.027432009538355385,0.01978502425229234,0.18059574591646174,0.05727536152160059,0.18333814764099665,0.19982827262094857,0.19982827262094857,0.10771522285130271,0.0355831704343127,0.03531443982732997,0.03531443982732997,0.023008018774152594,0.07130290871178913,0.06486763369201531,0.15992914852850673,0.020658094841377577,0.020658094841377577,0.020658094841377577,0.1611085052336376,0.05087174220313115,0.047450075885593426,1.0,0.027873875687049774,0.15627782104905144,0.07111551864760973,0.021626095366873224,0.033293910112247645,0.023228437092217644,0.06666459258719404,0.0910794850877358,0.08809114028031803,0.0859639330180709,0.07579261855614948,0.07995704850263366,0.06411416071856607,0.0740981779183692,0.0829152008385476,0.0829152008385476,0.08202433702569875,0.08454305885389993,0.07810007284224894,0.06149276909298748,0.08603758549700616,0.07612427678811633,0.08202433702569875
Monsters Inside: The 24 Faces Of Billy Milligan,0.03701775401692818,0.3226805423445209,0.1924946033764532,0.02625322666849379,0.07220205399221225,0.16817709096470926,0.03486771578722607,0.027996918514044723,0.05806335299573896,0.028422060298115844,0.030978447675943023,0.030978447675943023,0.06987829721812727,0.05278667749790704,0.0523880228611371,0.0523880228611371,0.052509215534652126,0.29612902249137874,0.5012859996369714,0.05538246881712724,0.1327187681275512,0.1327187681275512,0.1327187681275512,0.0,0.3141052727876327,0.030782376139475178,0.027873875687049774,1.0,0.05411803683501106,0.053403498825661144,0.038112288224878756,0.033475618299803486,0.04093614101175868,0.33376437566079414,0.22387075380756488,0.3515147087352679,0.21129687400494468,0.13507516046145676,0.1965321246960248,0.1575907623542052,0.2370638996427598,0.14776879690023628,0.14776879690023628,0.41066480081709633,0.3373566128676517,0.19196773195168543,0.4421775070418995,0.17540480466228678,0.324684959586318,0.41066480081709633
